record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
816,2025-09-10T23:29:14,wea_24202,wearable,Hyderabad,edge_050,1.75,slice_7,mMTC,QUIC,0.489,0.814,26.281,2.251,2.832,440,1.441,1,-56,11.22,19.03,66.0,static,anomaly_detection,17.447,10.0,edge_tpu,20.549,0.189,local,blockchain_enabled,True,0,0,True,low,29.665,1,,22.994,50.341,0
817,2025-09-12T11:32:57,rob_32795,robotic_arm,Ahmedabad,edge_020,2.205,slice_10,eMBB,HTTP/3,30.773,21.146,3.248,0.161,61.201,119,1.458,2,-59,54.45,53.25,81.5,mobile,voice_processing,122.88,100.0,gpu,1.328,8.12,edge,tls,True,0,0,False,low,11.875,1,,1.126,6.217,0
818,2025-09-21T18:44:21,sma_55178,smart_camera,Mumbai,edge_043,3.666,slice_10,mMTC,TCP,9.16,19.531,10.968,1.389,32.991,137,1.267,2,-55,62.71,61.88,100.0,mobile,telemetry_aggregation,17.448,10.0,tiny_ml,8.012,2.449,local,tls,True,0,0,False,high,12.929,1,,7.717,19.413,0
819,2025-09-21T18:06:05,tra_55182,traffic_sensor,Mumbai,edge_041,0.312,slice_9,eMBB,QUIC,1.508,0.258,5.655,0.535,1.008,709,1.269,4,-65,20.22,40.65,76.4,mobile,control_command,168.648,50.0,tiny_ml,4.874,2.133,edge,secure_element,True,0,0,False,high,19.328,1,,4.531,11.981,0
820,2025-09-28T06:51:20,sma_62254,smart_meter,Hyderabad,edge_010,0.404,slice_5,mMTC,UDP,0.268,0.187,3478.228,173.717,0.643,239,1.528,1,-54,3.27,6.81,30.0,mobile,video_analytics,14.547,100.0,tiny_ml,2070.716,0.14,edge,blockchain_enabled,True,0,0,True,low,3466.713,1,,2141.611,5619.457,0
821,2025-09-20T19:06:20,sma_25307,smart_camera,Hyderabad,edge_033,4.43,slice_4,URLLC,UDP,10.392,12.167,0.97,0.286,21.817,62,0.0,0,-70,35.51,55.8,33.0,static,image_inference,14.302,0.1,tiny_ml,0.427,10.032,edge,blockchain_enabled,True,0,0,True,medium,4.123,1,,0.393,1.348,1
822,2025-09-23T23:56:32,dro_17120,drone,Bengaluru,edge_027,3.632,slice_4,eMBB,UDP,13.071,1.422,10.304,1.073,16.301,666,0.0,0,-72,39.88,47.01,89.7,static,control_command,38.483,1.0,npu,6.673,13.903,local,dtls,True,0,0,False,medium,15.943,1,,7.04,16.616,0
823,2025-09-23T19:09:06,ind_17626,industrial_sensor,Kolkata,edge_009,0.497,slice_3,mMTC,QUIC,1.455,0.566,5.359,0.667,-2.593,728,0.875,1,-56,19.26,26.09,56.3,aerial,control_command,13.143,5.0,tiny_ml,4.775,1.247,hybrid,tls,True,1,2,False,medium,17.692,1,,4.522,16.633,0
824,2025-09-03T02:29:16,aut_44543,autonomous_vehicle,Ahmedabad,edge_026,6.537,slice_2,eMBB,CoAP,38.079,57.123,2.16,0.788,89.409,383,0.817,2,-56,70.16,69.31,96.7,mobile,voice_processing,7.804,1.0,none,1.236,22.67,local,tls,True,1,2,False,low,10.563,1,,1.414,8.966,0
825,2025-09-02T12:23:52,aut_70850,autonomous_vehicle,Bengaluru,edge_014,4.905,slice_10,URLLC,HTTP/3,24.611,33.468,1.349,0.16,57.448,70,0.812,0,-59,46.77,82.2,46.6,vehicular,voice_processing,67.895,5.0,tiny_ml,0.621,13.084,edge,tls,True,0,0,False,high,15.598,1,,0.654,4.669,1
826,2025-09-14T20:16:46,sma_50251,smart_meter,Pune,edge_038,6.352,slice_10,mMTC,HTTP/3,0.015,0.271,80.107,3.157,-5.3,433,1.237,0,-69,5.13,6.75,86.8,static,voice_processing,10.681,5.0,none,59.361,0.039,edge,tls,True,0,0,False,low,80.402,1,,52.601,137.684,0
827,2025-09-24T11:40:21,aut_28582,autonomous_vehicle,Jaipur,edge_048,1.245,slice_3,eMBB,HTTP/3,32.099,64.8,1.739,0.786,95.707,106,0.212,0,-59,54.18,59.7,72.8,mobile,voice_processing,252.101,1.0,gpu,0.845,23.993,hybrid,dtls,True,0,0,False,medium,15.271,1,,0.79,5.924,0
828,2025-09-23T06:13:34,rob_89494,robotic_arm,Kolkata,edge_015,0.288,slice_9,mMTC,HTTP/3,2.52,24.908,1.981,0.235,32.647,183,0.648,0,-72,51.4,59.4,90.2,vehicular,control_command,24.143,10.0,none,1.524,21.611,edge,tls,True,0,0,False,medium,0.515,1,,1.736,5.261,0
829,2025-09-07T18:38:20,tra_62793,traffic_sensor,Jaipur,edge_030,0.678,slice_8,URLLC,HTTP/3,1.169,1.304,9.789,1.114,4.655,75,0.75,0,-55,19.45,35.27,15.4,static,voice_processing,12.149,1.0,tiny_ml,8.03,1.324,local,blockchain_enabled,True,1,1,True,high,23.178,1,,7.665,13.937,1
830,2025-09-09T17:30:04,dro_98327,drone,Kolkata,edge_006,0.647,slice_6,mMTC,HTTP/3,6.954,7.04,11.717,0.418,11.854,243,1.589,1,-63,39.06,54.03,53.2,vehicular,voice_processing,18.103,10.0,tiny_ml,10.177,3.246,edge,blockchain_enabled,True,0,0,True,high,27.347,1,,10.323,22.254,0
831,2025-09-21T07:37:20,dro_84431,drone,Lucknow,edge_030,5.075,slice_9,eMBB,UDP,15.878,25.822,7.276,1.472,45.225,368,0.618,1,-66,49.59,40.89,58.3,vehicular,image_inference,6.874,50.0,tiny_ml,6.252,23.013,local,tls,True,0,0,False,low,7.344,1,,6.624,13.895,0
832,2025-09-28T07:48:15,wea_96810,wearable,Lucknow,edge_028,0.042,slice_9,eMBB,CoAP,0.274,0.161,20.112,1.315,12.023,160,1.671,2,-70,10.01,20.73,41.2,static,voice_processing,12.535,1.0,edge_tpu,12.649,0.123,edge,tls,True,0,0,False,low,7.446,1,,11.879,29.592,0
833,2025-09-19T07:51:44,rob_22014,robotic_arm,Hyderabad,edge_012,1.066,slice_7,eMBB,QUIC,18.53,31.157,2.89,0.767,46.219,261,0.0,0,-72,58.59,71.06,82.5,aerial,video_analytics,12.194,5.0,edge_tpu,2.063,58.839,local,blockchain_enabled,True,1,2,True,low,18.514,1,,1.893,1.325,0
834,2025-09-28T07:26:54,rob_60393,robotic_arm,Lucknow,edge_010,1.307,slice_9,mMTC,QUIC,12.992,36.289,4.117,1.954,41.738,363,1.72,1,-57,48.09,67.75,93.5,mobile,video_analytics,2.689,10.0,gpu,3.05,62.607,edge,blockchain_enabled,True,1,0,True,high,16.438,1,,3.02,9.615,0
835,2025-09-04T12:26:06,wea_58323,wearable,Delhi,edge_045,2.234,slice_6,eMBB,UDP,0.754,0.309,26.166,1.347,3.595,180,1.423,3,-63,12.96,9.21,15.9,aerial,image_inference,75.311,50.0,tiny_ml,17.554,0.798,edge,secure_element,True,0,0,False,medium,37.862,1,,15.552,43.692,0
836,2025-09-14T04:40:32,dro_45169,drone,Ahmedabad,edge_012,0.746,slice_7,eMBB,HTTP/3,5.764,4.724,3.982,1.483,6.126,398,1.647,1,-54,30.45,41.34,70.5,mobile,predictive_maintenance,196.934,5.0,tiny_ml,2.129,7.158,edge,blockchain_enabled,True,0,0,True,medium,1.317,1,,1.945,3.425,0
837,2025-09-29T19:07:14,wea_81589,wearable,Chennai,edge_007,0.95,slice_2,URLLC,TCP,0.273,0.796,3.377,0.319,2.648,229,0.398,0,-63,9.47,15.94,24.7,aerial,predictive_maintenance,91.264,5.0,npu,1.641,0.284,hybrid,tls,True,0,0,False,low,5.97,1,,1.354,3.493,1
838,2025-09-27T17:11:33,wea_55000,wearable,Chennai,edge_039,2.994,slice_9,eMBB,HTTP/3,0.329,0.629,12.963,0.758,3.492,302,2.064,1,-77,9.45,19.42,100.0,aerial,image_inference,115.265,5.0,gpu,5.287,0.771,edge,tls,True,1,2,False,medium,33.066,1,,4.872,22.319,0
839,2025-09-12T21:13:10,sma_44302,smart_meter,Hyderabad,edge_001,5.472,slice_2,eMBB,UDP,0.145,0.463,62.508,4.123,-10.67,231,0.307,1,-64,3.7,10.95,95.9,static,anomaly_detection,19.122,5.0,npu,51.039,0.083,local,blockchain_enabled,True,1,4,True,medium,68.173,1,,47.379,108.254,0
840,2025-09-19T16:21:03,sma_21273,smart_camera,Kolkata,edge_014,1.288,slice_5,URLLC,QUIC,10.704,7.962,4.939,0.222,11.202,129,0.0,0,-81,48.81,63.48,42.8,mobile,anomaly_detection,31.993,0.5,tiny_ml,4.064,6.43,edge,tls,True,1,2,False,medium,10.85,1,,4.815,11.266,1
841,2025-09-17T09:42:16,tra_68632,traffic_sensor,Pune,edge_003,7.104,slice_3,eMBB,TCP,0.707,2.133,14.213,0.849,7.064,504,0.0,2,-56,22.47,52.24,95.9,static,video_analytics,155.582,0.1,edge_tpu,12.422,5.704,edge,tls,True,0,0,False,high,17.931,1,,12.868,27.512,0
842,2025-09-04T22:04:14,rob_83595,robotic_arm,Bengaluru,edge_039,1.399,slice_5,eMBB,QUIC,18.089,39.312,3.042,0.253,51.57,190,0.116,1,-47,48.98,50.38,39.9,vehicular,control_command,66.628,0.5,tiny_ml,2.605,11.97,edge,tls,True,0,0,False,medium,7.056,1,,2.904,8.465,0
843,2025-09-26T14:02:39,dro_86489,drone,Jaipur,edge_027,0.81,slice_5,eMBB,UDP,10.298,5.486,8.584,1.368,16.335,579,0.259,3,-55,32.53,51.71,45.1,vehicular,video_analytics,23.06,1.0,none,6.853,30.549,hybrid,secure_element,True,0,0,False,medium,3.729,1,,5.607,12.623,0
844,2025-09-26T08:54:30,sma_33301,smart_meter,Delhi,edge_009,0.999,slice_2,mMTC,UDP,0.35,0.089,82.24,4.166,10.618,350,1.412,1,-58,3.1,11.3,23.5,static,video_analytics,75.761,5.0,tiny_ml,42.336,0.201,edge,tls,True,1,3,False,medium,76.577,1,,35.673,119.183,0
845,2025-09-07T14:50:20,wea_27187,wearable,Chennai,edge_021,2.937,slice_6,eMBB,HTTP/3,0.544,0.564,23.942,1.643,0.79,158,1.893,1,-79,9.15,23.64,77.5,mobile,image_inference,63.211,50.0,none,16.962,0.874,edge,tls,True,0,0,False,medium,25.748,1,,19.096,44.544,0
846,2025-09-26T06:03:28,rob_28883,robotic_arm,Hyderabad,edge_045,8.778,slice_8,eMBB,TCP,15.307,7.952,1.733,0.629,27.333,402,0.157,1,-54,61.64,75.27,30.4,mobile,predictive_maintenance,71.17,0.5,tiny_ml,1.013,18.456,local,tls,True,0,0,False,high,7.367,0,,1.063,4.487,0
847,2025-09-28T09:03:55,wea_32658,wearable,Bengaluru,edge_007,4.483,slice_3,mMTC,HTTP/3,0.53,0.442,21.617,1.112,-1.466,1472,0.444,0,-77,12.54,17.35,62.4,vehicular,telemetry_aggregation,78.709,5.0,none,14.263,0.159,hybrid,blockchain_enabled,True,1,4,True,medium,30.096,1,,12.5,35.354,0
848,2025-09-24T11:39:02,wea_82449,wearable,Pune,edge_023,3.636,slice_8,URLLC,QUIC,0.482,0.705,5.304,1.263,5.622,170,0.166,0,-68,13.03,11.13,95.8,mobile,video_analytics,34.794,1.0,gpu,3.085,1.053,cloud,dtls,True,1,2,False,medium,14.358,1,,2.968,10.306,1
849,2025-09-29T17:31:04,tra_30284,traffic_sensor,Chennai,edge_003,4.211,slice_9,eMBB,UDP,4.809,2.51,11.411,0.59,7.525,54,0.84,0,-77,29.17,36.58,74.0,mobile,telemetry_aggregation,134.244,5.0,npu,7.072,1.0,local,secure_element,True,0,0,False,high,22.354,1,,7.181,26.167,0
850,2025-09-12T10:34:21,aut_69921,autonomous_vehicle,Jaipur,edge_013,4.306,slice_4,mMTC,CoAP,24.364,3.481,2.531,0.488,26.164,65,0.673,0,-68,53.98,57.87,80.4,static,control_command,84.367,5.0,gpu,1.79,16.844,edge,blockchain_enabled,True,0,0,True,medium,-4.704,1,,2.036,13.251,0
851,2025-09-17T20:55:46,aut_65980,autonomous_vehicle,Lucknow,edge_043,0.803,slice_4,eMBB,QUIC,80.566,52.586,2.089,1.461,135.132,173,1.408,3,-61,72.29,97.26,81.4,vehicular,image_inference,151.242,0.5,none,1.048,55.274,hybrid,blockchain_enabled,True,0,0,True,medium,9.661,1,,0.864,2.035,0
852,2025-09-25T17:50:46,tra_26011,traffic_sensor,Jaipur,edge_047,1.499,slice_8,mMTC,HTTP/3,0.52,2.074,11.168,1.229,2.112,500,1.349,2,-62,33.02,35.41,100.0,vehicular,voice_processing,4.563,1.0,gpu,7.88,0.69,cloud,tls,True,0,0,False,medium,17.082,1,,8.185,13.398,0
853,2025-09-30T06:23:18,rob_89116,robotic_arm,Pune,edge_029,4.688,slice_8,eMBB,HTTP/3,20.473,23.685,2.052,0.332,44.615,141,1.491,3,-78,59.13,75.96,39.0,aerial,telemetry_aggregation,243.591,10.0,none,1.547,10.936,local,tls,True,0,0,False,low,4.173,1,,1.681,6.519,0
854,2025-09-09T05:52:35,wea_27126,wearable,Mumbai,edge_002,0.052,slice_7,mMTC,TCP,0.426,0.758,27.591,1.719,1.768,935,0.0,0,-61,10.15,15.06,61.8,static,telemetry_aggregation,2.984,10.0,gpu,24.0,0.154,edge,tls,True,1,1,False,low,28.422,1,,28.588,57.738,0
855,2025-09-12T05:20:59,rob_55785,robotic_arm,Chennai,edge_045,1.169,slice_3,eMBB,HTTP/3,8.465,14.518,1.702,0.463,20.076,522,1.065,1,-62,48.1,61.03,47.8,static,voice_processing,6.957,10.0,edge_tpu,1.23,13.859,hybrid,blockchain_enabled,True,0,0,True,low,7.05,1,,1.381,7.266,0
856,2025-09-24T08:11:19,dro_24349,drone,Chennai,edge_005,3.583,slice_4,mMTC,UDP,0.01,10.142,6.028,1.298,13.172,284,0.971,0,-50,39.4,33.63,59.7,mobile,control_command,34.153,50.0,edge_tpu,4.67,4.256,hybrid,blockchain_enabled,True,1,1,True,medium,8.755,1,,4.252,12.135,0
857,2025-09-15T10:56:33,wea_72648,wearable,Ahmedabad,edge_042,0.544,slice_4,URLLC,CoAP,0.094,1.236,16.594,1.387,1.3,2737,1.238,0,-66,9.94,20.13,100.0,aerial,telemetry_aggregation,39.653,0.1,edge_tpu,7.89,0.208,local,blockchain_enabled,True,1,3,True,high,15.256,1,,8.551,26.321,1
858,2025-09-21T21:48:51,aut_70338,autonomous_vehicle,Bengaluru,edge_030,3.471,slice_2,URLLC,HTTP/3,39.637,76.448,1.215,0.004,116.088,479,0.688,1,-69,54.63,74.94,36.3,static,image_inference,85.811,1.0,tiny_ml,0.888,67.775,cloud,tls,True,0,0,False,low,19.341,1,,0.982,6.584,1
859,2025-09-12T09:25:54,wea_35945,wearable,Delhi,edge_003,2.962,slice_7,URLLC,HTTP/3,0.748,0.497,8.753,1.493,1.294,745,0.0,0,-67,7.6,16.37,32.2,vehicular,video_analytics,10.717,1.0,edge_tpu,3.941,1.361,edge,dtls,True,0,0,False,medium,36.346,1,,4.303,17.862,1
860,2025-09-27T11:27:18,tra_91965,traffic_sensor,Chennai,edge_009,1.57,slice_6,URLLC,CoAP,3.759,2.514,10.385,0.486,6.11,182,0.0,1,-57,24.14,36.03,99.3,mobile,control_command,241.235,5.0,none,8.514,1.135,cloud,tls,True,1,3,False,high,14.155,1,,9.604,16.829,1
861,2025-09-29T14:46:53,sma_38130,smart_camera,Chennai,edge_039,2.579,slice_10,mMTC,QUIC,2.766,4.247,15.956,0.909,11.486,196,0.654,2,-66,71.23,53.78,42.6,static,telemetry_aggregation,15.294,0.5,none,10.688,2.753,edge,tls,True,0,0,False,medium,9.341,1,,12.414,26.92,0
862,2025-09-03T07:30:22,ind_37788,industrial_sensor,Mumbai,edge_017,2.13,slice_1,mMTC,HTTP/3,1.272,1.586,5.003,0.344,-3.82,389,0.203,2,-59,18.93,34.13,59.3,mobile,voice_processing,12.753,10.0,edge_tpu,3.551,0.421,local,tls,True,1,1,False,medium,19.781,1,,2.981,8.667,0
863,2025-09-22T16:33:26,aut_66521,autonomous_vehicle,Pune,edge_038,3.922,slice_3,eMBB,UDP,11.727,38.97,1.533,0.051,47.351,207,0.709,0,-59,68.59,82.37,52.9,vehicular,predictive_maintenance,19.311,0.5,edge_tpu,1.105,34.381,edge,blockchain_enabled,True,1,2,True,high,-3.601,1,,0.93,3.758,0
864,2025-09-14T02:55:05,sma_14244,smart_meter,Mumbai,edge_004,3.091,slice_7,eMBB,CoAP,0.23,0.096,65.549,3.431,5.534,122,1.244,1,-63,4.52,8.64,100.0,aerial,image_inference,65.002,1.0,edge_tpu,48.41,0.064,edge,blockchain_enabled,True,0,0,True,low,64.417,1,,54.149,120.02,0
865,2025-09-13T22:43:26,tra_32607,traffic_sensor,Jaipur,edge_017,4.097,slice_5,URLLC,QUIC,2.194,2.553,16.425,1.581,5.528,181,0.022,0,-82,15.51,23.64,11.1,static,control_command,4.91,0.5,none,14.055,1.487,local,tls,True,1,2,False,medium,23.187,1,,12.663,31.391,1
866,2025-09-21T08:26:49,aut_68894,autonomous_vehicle,Mumbai,edge_018,0.215,slice_9,URLLC,HTTP/3,14.51,8.6,1.621,1.378,24.756,192,0.235,0,-58,80.8,90.16,85.5,vehicular,predictive_maintenance,11.561,0.5,none,1.438,36.437,cloud,tls,True,0,0,False,medium,13.132,1,,1.184,6.793,1
867,2025-09-04T01:27:29,wea_76632,wearable,Jaipur,edge_027,1.223,slice_8,eMBB,TCP,0.18,0.425,15.074,0.096,-7.204,116,1.361,0,-48,7.42,15.55,37.8,vehicular,image_inference,82.141,0.1,tiny_ml,12.067,0.926,edge,blockchain_enabled,True,0,0,True,high,22.206,1,,11.59,32.832,0
868,2025-09-29T10:25:31,sma_12284,smart_camera,Bengaluru,edge_028,2.082,slice_9,eMBB,TCP,1.778,5.165,126.442,7.592,8.551,271,1.946,0,-63,56.0,55.93,51.0,aerial,anomaly_detection,86.131,5.0,tiny_ml,105.716,6.843,edge,secure_element,True,0,0,False,high,139.312,1,,119.242,248.421,0
869,2025-09-23T05:41:41,rob_43321,robotic_arm,Kolkata,edge_026,1.284,slice_6,URLLC,QUIC,4.42,8.205,0.616,1.237,12.733,1214,0.0,0,-63,75.73,58.36,92.4,aerial,control_command,81.92,0.1,edge_tpu,0.277,14.032,edge,blockchain_enabled,True,0,0,True,low,11.494,1,,0.236,-0.705,1
870,2025-09-07T15:42:29,sma_18888,smart_camera,Jaipur,edge_004,10.151,slice_8,eMBB,HTTP/3,10.192,9.097,8.031,0.413,9.677,345,2.337,0,-75,33.6,59.68,54.8,mobile,video_analytics,15.488,0.5,tiny_ml,6.253,20.048,cloud,none,False,0,0,False,low,16.79,1,,6.683,15.272,0
871,2025-09-02T03:31:34,sma_85257,smart_meter,Hyderabad,edge_021,5.592,slice_2,mMTC,HTTP/3,0.265,0.335,87.643,4.508,4.076,55,0.775,0,-60,4.5,10.6,71.2,static,voice_processing,24.984,0.5,none,75.779,0.015,cloud,tls,True,0,0,False,medium,90.57,1,,60.733,149.15,0
872,2025-09-12T20:36:23,rob_93739,robotic_arm,Mumbai,edge_042,1.871,slice_8,eMBB,TCP,11.412,20.5,1.282,0.868,35.227,63,1.768,1,-65,47.01,66.25,72.9,vehicular,telemetry_aggregation,6.026,100.0,gpu,0.824,5.067,local,tls,True,0,0,False,low,12.344,1,,0.695,4.521,0
873,2025-09-13T07:48:45,sma_42537,smart_meter,Chennai,edge_012,2.459,slice_9,URLLC,TCP,0.278,0.113,11.004,1.235,1.594,456,1.158,0,-58,5.6,9.24,76.3,aerial,predictive_maintenance,115.943,5.0,edge_tpu,9.262,0.039,edge,tls,True,0,0,False,low,18.819,0,,8.709,21.878,1
874,2025-09-12T09:43:35,ind_13448,industrial_sensor,Pune,edge_030,0.347,slice_9,eMBB,UDP,0.259,1.771,5.945,0.043,15.383,1132,2.805,2,-65,20.14,27.71,31.3,static,video_analytics,31.616,0.1,none,5.059,3.237,cloud,tls,True,0,0,False,medium,12.231,0,,4.216,17.312,0
875,2025-09-19T22:21:18,aut_40829,autonomous_vehicle,Lucknow,edge_044,1.09,slice_9,eMBB,UDP,41.746,32.886,2.138,1.022,81.012,534,1.364,2,-60,93.47,84.4,77.4,static,video_analytics,169.585,10.0,gpu,1.394,95.072,cloud,tls,True,1,2,False,medium,12.697,1,,1.587,3.34,0
876,2025-09-28T12:51:21,sma_19254,smart_camera,Delhi,edge_026,3.226,slice_3,eMBB,UDP,10.96,4.405,13.405,1.633,0.684,61,1.083,1,-56,68.91,62.85,43.2,mobile,anomaly_detection,5.532,10.0,edge_tpu,5.439,6.943,edge,blockchain_enabled,True,0,0,True,high,25.736,1,,6.231,21.79,0
877,2025-09-04T06:33:06,sma_80791,smart_meter,Jaipur,edge_027,0.643,slice_2,eMBB,UDP,0.009,0.096,65.897,4.644,-3.733,726,0.416,1,-61,4.15,10.43,25.6,vehicular,anomaly_detection,219.508,5.0,none,31.559,0.048,local,tls,True,0,0,False,low,77.992,1,,34.785,108.746,0
878,2025-10-01T02:56:09,sma_31672,smart_meter,Kolkata,edge_043,1.932,slice_3,mMTC,QUIC,0.203,0.111,61.566,3.657,-0.667,302,0.0,1,-82,2.92,6.81,1.0,aerial,video_analytics,75.191,5.0,gpu,46.586,0.158,edge,tls,True,0,0,False,medium,62.988,1,,41.787,102.597,0
879,2025-09-19T05:09:01,tra_24744,traffic_sensor,Pune,edge_028,4.234,slice_4,mMTC,HTTP/3,0.803,1.916,12.57,1.114,2.117,885,0.437,0,-82,23.08,48.03,100.0,mobile,predictive_maintenance,42.17,5.0,tiny_ml,8.68,2.511,hybrid,blockchain_enabled,True,0,0,True,low,11.632,1,,8.761,22.766,0
880,2025-09-16T05:11:40,tra_33819,traffic_sensor,Pune,edge_041,1.275,slice_5,mMTC,UDP,1.359,4.189,9.294,1.603,10.168,142,0.635,2,-74,15.37,38.38,23.4,aerial,video_analytics,26.169,1.0,tiny_ml,3.772,5.67,local,tls,True,0,0,False,medium,20.19,1,,3.296,10.755,0
881,2025-09-19T06:16:13,ind_30946,industrial_sensor,Hyderabad,edge_038,7.439,slice_5,eMBB,QUIC,0.146,0.387,3.74,0.191,-4.165,80,0.0,3,-58,21.67,23.52,17.9,mobile,control_command,42.652,0.5,none,1.573,0.641,local,tls,True,0,0,False,medium,4.403,0,,1.435,6.421,0
882,2025-09-09T08:19:19,tra_72852,traffic_sensor,Ahmedabad,edge_049,0.399,slice_2,eMBB,QUIC,1.175,0.335,6.969,0.737,10.077,349,1.58,0,-51,35.66,42.39,57.9,mobile,predictive_maintenance,115.882,0.1,edge_tpu,3.653,2.232,hybrid,tls,True,0,0,False,medium,14.399,0,,3.676,9.304,0
883,2025-09-21T18:37:52,ind_36813,industrial_sensor,Hyderabad,edge_007,0.761,slice_7,eMBB,UDP,0.532,0.274,7.59,0.475,1.641,455,0.331,1,-58,16.83,34.84,100.0,vehicular,telemetry_aggregation,111.053,0.1,tiny_ml,5.694,0.547,cloud,blockchain_enabled,True,1,2,True,low,20.302,1,,6.229,17.959,0
884,2025-09-26T01:24:22,sma_49595,smart_meter,Delhi,edge_010,1.167,slice_7,eMBB,HTTP/3,0.405,0.234,89.09,5.194,4.77,700,0.557,0,-65,7.43,7.91,24.9,static,image_inference,45.113,1.0,none,68.614,0.096,edge,tls,True,0,0,False,low,85.98,1,,57.489,148.021,0
885,2025-09-08T03:42:21,aut_77605,autonomous_vehicle,Delhi,edge_045,2.302,slice_9,eMBB,TCP,45.687,63.62,1.79,0.066,117.58,318,0.934,0,-55,54.37,80.26,52.7,aerial,video_analytics,16.033,1.0,edge_tpu,0.958,107.958,local,blockchain_enabled,True,0,0,True,medium,21.307,0,,0.88,0.864,0
886,2025-09-10T23:12:00,wea_52788,wearable,Kolkata,edge_026,7.514,slice_10,eMBB,TCP,0.398,0.566,23.266,1.98,3.075,587,1.749,1,-58,9.31,13.94,71.6,aerial,anomaly_detection,31.456,5.0,edge_tpu,15.905,0.421,edge,blockchain_enabled,True,0,0,True,medium,37.025,1,,18.619,45.407,0
887,2025-09-30T13:28:46,dro_54601,drone,Chennai,edge_017,0.232,slice_2,eMBB,HTTP/3,16.957,5.296,7.506,1.733,17.855,400,1.698,1,-70,43.77,31.91,57.5,aerial,control_command,121.205,10.0,none,3.169,8.036,hybrid,tls,True,1,1,False,high,7.649,1,,3.079,12.124,0
888,2025-09-05T00:04:48,tra_99491,traffic_sensor,Lucknow,edge_015,1.294,slice_9,mMTC,UDP,2.368,0.011,15.858,0.492,3.683,211,1.213,1,-62,23.36,26.1,97.5,mobile,video_analytics,16.652,50.0,tiny_ml,9.348,4.82,edge,tls,True,0,0,False,high,21.752,1,,10.989,30.705,0
889,2025-09-16T12:01:33,sma_27810,smart_meter,Lucknow,edge_034,5.537,slice_5,URLLC,CoAP,0.009,0.202,2.923,0.378,6.454,402,0.16,0,-49,5.58,7.94,60.1,aerial,anomaly_detection,214.836,5.0,npu,1.406,0.035,edge,secure_element,True,0,0,False,low,7.468,1,,1.682,2.162,1
890,2025-09-19T16:18:32,dro_65520,drone,Jaipur,edge_032,1.691,slice_1,eMBB,QUIC,7.704,11.867,11.721,0.109,16.976,217,0.688,0,-59,46.96,47.15,26.0,mobile,anomaly_detection,40.68,5.0,gpu,6.11,11.076,edge,tls,True,0,0,False,medium,25.5,1,,6.175,20.002,0
891,2025-09-08T08:23:59,tra_59972,traffic_sensor,Bengaluru,edge_041,3.802,slice_5,eMBB,HTTP/3,3.812,0.569,15.38,2.403,7.382,361,0.359,0,-57,12.16,31.33,38.3,mobile,control_command,53.738,1.0,tiny_ml,12.731,1.624,edge,tls,True,0,0,False,high,19.839,1,,11.652,30.352,0
892,2025-09-22T18:52:04,ind_69234,industrial_sensor,Jaipur,edge_031,7.924,slice_6,eMBB,TCP,0.324,0.945,5.56,1.479,0.512,51,1.573,0,-62,5.72,27.83,62.2,static,anomaly_detection,121.564,0.5,tiny_ml,2.922,1.059,cloud,tls,True,1,2,False,medium,19.806,1,,3.262,8.552,0
893,2025-09-28T01:28:32,sma_10802,smart_camera,Mumbai,edge_001,1.86,slice_7,eMBB,QUIC,4.877,5.044,14.289,1.081,11.289,403,1.086,2,-74,21.26,87.02,100.0,static,predictive_maintenance,60.113,50.0,edge_tpu,11.328,5.824,edge,tls,True,1,1,False,high,14.42,1,,9.784,21.296,0
894,2025-09-21T19:59:36,rob_27682,robotic_arm,Bengaluru,edge_017,4.091,slice_2,mMTC,HTTP/3,20.352,12.59,2.037,1.23,34.014,426,0.0,0,-77,58.21,59.22,24.7,vehicular,voice_processing,115.354,50.0,none,1.167,9.962,local,tls,True,1,1,False,medium,10.586,1,,1.051,3.963,0
895,2025-09-28T21:34:54,sma_70450,smart_camera,Bengaluru,edge_023,0.32,slice_9,mMTC,HTTP/3,9.473,22.846,16.607,0.089,35.561,55,1.988,0,-66,53.06,72.95,21.7,mobile,anomaly_detection,41.779,5.0,none,14.531,4.463,cloud,secure_element,True,0,0,False,high,25.03,1,,16.187,37.478,0
896,2025-09-16T19:56:11,tra_43353,traffic_sensor,Chennai,edge_042,5.207,slice_6,eMBB,TCP,4.195,1.614,8.858,1.021,2.249,928,1.288,0,-60,28.79,46.35,53.4,mobile,anomaly_detection,42.761,5.0,npu,6.952,2.271,edge,blockchain_enabled,True,1,3,True,medium,-0.7,1,,6.767,20.003,0
